id,Target
1,11.689103177182865
2,13.498428730627381
3,6.393962936748597
4,11.228838474918636
5,9.993211093458113
6,11.381273865785039
7,10.188028251467651
8,7.806331015289857
9,10.60556066070793
10,9.016092212869612
11,10.343477939372699
12,7.2670816013966935
13,10.466121677548
14,9.008149084947235
15,12.972728554570978
16,12.432134556590828
17,13.552878549701832
18,6.409596922975669
19,10.216286476668055
20,9.711465295032097
21,7.851055261564965
22,9.387665342846205
23,8.991092617346336
24,8.731564638146994
25,12.779619752883402
26,6.728077256210974
27,9.801522665006065
28,15.118606612675414
29,10.603366272624978
30,11.597383887329611
31,7.82992158814519
32,10.076045796725634
33,6.70924725814415
34,11.55021084976071
35,11.030139878982645
36,7.4565410541679515
37,9.92750909223543
38,8.818886300828408
39,10.955139667132634
40,8.658015417106975
41,10.790939368489575
42,8.313262059710768
43,8.809169622740104
44,16.69448798959326
45,6.334305417656083
46,9.424003657803322
47,8.175788391905165
48,9.62532805205623
49,11.246541869783192
50,7.777557374307293
51,10.798679797070026
52,9.440529535171805
53,12.271897942104301
54,10.98526144297428
55,8.6630642580038
56,10.30739959832937
57,11.73217108920402
58,10.157643300482674
59,10.844763729332353
60,6.6256202791891035
61,11.066027950700526
62,13.633498735205396
63,6.508455455953144
64,14.127075880790159
65,12.33443144162317
66,9.186101928967762
67,9.203577355621388
68,8.067908926870645
69,10.84023808510371
70,7.998587290262274
71,9.007589400683885
72,10.78849361706478
73,7.29659509441643
74,7.856542172613271
75,10.417895042277305
76,6.587411915705531
77,13.200498972440524
78,9.344931935883807
79,8.874158264440279
80,8.635395896621175
81,11.233649984289954
82,10.10176762407994
83,10.943317873550559
84,6.568958969780877
85,9.414356543290076
86,7.127332610421883
87,10.759178832658495
88,7.400319225611766
89,8.184889092926138
90,11.190965793642885
91,11.34672803957659
92,9.837433548168516
93,9.298545660451161
94,11.61542261664314
95,10.23837214479365
96,9.56976622402506
97,10.586527957550032
98,11.781277320120761
99,9.675090368459136
100,9.960275970017197
101,11.504945425626076
102,9.704244456168148
103,11.644395987529506
104,9.251785234613095
105,11.818488513104342
106,7.94892237901187
107,11.320744753231676
108,7.926788917301857
109,8.556919597882192
110,9.754749421357165
111,9.18870493671611
112,12.302396524628714
113,16.289044657953937
114,8.994734105958337
115,7.526366573074004
116,10.992204257810918
117,9.780580975304119
118,9.067534378273356
119,8.087283499596456
120,10.93759147237968
121,8.40243338583101
122,12.9578542290466
123,11.865988418017576
124,6.969290213697871
125,6.8302474363427335
126,12.365755988904453
127,11.295991560369982
128,12.81362751929887
129,11.94646525258798
130,10.812405924536478
131,6.99889035435171
132,8.225665210848867
133,6.205714130722297
134,8.569150774054913
135,11.211293412462425
136,14.479262793639275
137,7.880505819026728
138,9.183746745711103
139,7.173138810174187
140,9.685661735089775
141,10.430660428224748
142,6.9845539718428125
143,11.798061918258902
144,10.718496483594501
145,10.05236300586534
146,10.83667355926951
147,11.284679844398564
148,10.945378607277636
149,4.997516369295861
150,10.067722469954933
151,10.309809863633209
152,6.674702922079941
153,6.930140607225768
154,12.798335423374436
155,9.953086046480434
156,6.898456255758186
157,9.515335040955211
158,11.425693374077493
159,9.052565994361949
160,9.656982082035572
161,12.871280451870525
162,6.486700051624807
163,10.190990915615313
164,12.55917620030856
165,10.874542578100321
166,6.617528377716716
167,6.652475470618273
168,12.810059184416426
169,9.439376770870563
170,13.07169554727799
171,6.198967788809933
172,9.56367250596845
173,12.28080811007757
174,11.744689588549726
175,6.940939842275043
176,10.6551615326781
177,7.2787138678783485
178,10.272668046249002
179,13.707924830572015
180,9.843244665999567
181,7.8204437262488895
182,9.38612791409329
183,10.684089823518718
184,11.07971783224088
185,9.954243051177222
186,10.278663108558003
187,7.711269550059394
188,11.128660283355167
189,10.544497275635326
190,13.020403831147403
191,10.118069505332446
192,11.255123057818608
193,7.986137505150123
194,6.571853319589136
195,12.251639517995189
196,7.92168077041976
197,10.61828888257093
198,7.99790432020762
199,10.469951164214805
200,7.775048258005953
201,9.217498890512811
202,12.18833861309669
203,11.077020672574914
204,6.998991647386482
205,9.326347281851803
206,7.836181835835789
207,9.297842342451773
208,8.979391564206662
209,18.763590428285294
210,8.177062694016922
211,9.348723036156219
212,7.302775828722247
213,10.908054800461777
214,10.423860625114184
215,8.603257347127165
216,9.85785858177497
217,10.004802110593474
218,13.110076647311995
219,6.563446269910185
220,8.614725608931428
221,6.258596855576346
222,13.438315512364056
223,13.328405499768415
224,7.5075005362349065
225,11.544982190185143
226,6.550395517251296
227,10.144896394396973
228,7.9651791250001125
229,8.664046865971354
230,10.263284506240396
231,10.881539793464
232,7.370815763410078
233,7.5219566904923285
234,11.577905431669706
235,10.585494043109485
236,6.195006051663812
237,9.269147557678568
238,10.053866114701805
239,9.05511522561685
240,11.714664240564375
241,9.572507622313832
242,10.88610460131964
243,8.543066880793862
244,5.991322381343626
245,11.204447868727048
246,11.91172887721207
247,13.046291580391483
248,9.916907101704517
249,7.598737094686869
250,11.288368883943116
251,10.68278800085671
252,7.846816634997394
253,8.379818384467036
254,12.715445250721604
255,10.28994992241386
256,7.077996652059617
257,9.447910940718593
258,9.70787054340736
259,6.754481095143275
260,7.67577167716767
261,10.582610584040616
262,10.788785860732396
263,15.656883907864898
264,11.532288766675993
265,4.544198617996283
266,10.244740238374828
267,10.455927667612023
268,6.987833596105065
269,7.237952158755414
270,12.421591249852039
271,12.97948022069466
272,8.570934546361887
273,11.606867254166794
274,11.248207673059088
275,8.970611548766481
276,12.607046928144964
277,11.636500581534676
278,13.305040839308468
279,8.982088053318
280,9.976621110122085
281,6.324628366505791
282,7.291374410601063
283,6.117891377332911
284,8.036451822206224
285,11.089508310609071
286,9.551116346762646
287,11.037432275153073
288,11.0316595019749
289,9.245400421883794
290,6.775543338986756
291,10.094801876377357
292,7.126490026556034
293,10.192534499294718
294,8.807795978337992
295,11.802040493949107
296,6.995846601321625
297,9.61082634492281
298,9.824210148792414
299,8.754532625780794
300,8.233218021202884
301,7.492400431555046
302,7.7740739996437185
303,10.962390473675205
304,11.040183107018521
305,10.613591129183167
306,11.634046085114628
307,9.476491261371123
308,8.717553169077133
309,6.671026365553252
310,9.520530201761392
311,12.376977998923334
312,11.94196505965737
313,8.51507637251401
314,9.021814540882549
315,12.612749323948385
316,9.395896136567846
317,9.38194443434125
318,8.368668134656296
319,8.571733927504777
320,7.896338664225179
321,11.236087551246081
322,6.533061685778549
323,9.655219289694994
324,6.047555901129202
325,8.200594891261671
326,11.709997094890863
327,9.97913113974339
328,12.135420202580427
329,9.722002793215296
330,10.722307220820099
331,10.623863843980654
332,10.818612003347365
333,8.650454820558233
334,7.528271827944162
335,11.875664490843121
336,8.98633450667794
337,8.209751752510464
338,10.499328763209583
339,9.456468718564803
340,13.608109566377607
341,10.818281504277568
342,8.946830307956702
343,11.987985334923824
344,8.93323044755033
345,6.3952309084968295
346,14.408246978406897
347,11.38331814563199
348,9.958733513767061
349,11.19738585253634
350,11.851425588786523
351,7.786422280123131
352,10.05711328106375
353,12.332544694682905
354,11.899140470380342
355,9.833936492283694
356,7.168005221369793
357,7.878926711703872
358,8.92929042394487
359,11.839414491256264
360,15.519192430659462
361,10.689609095323267
362,10.177387985435278
363,8.874382389478832
364,7.588274068167577
365,9.880093045019684
366,18.372531329012944
367,7.704677457158278
368,9.393018380686577
369,8.775388616277716
370,11.521901343083597
371,8.863733757158702
372,9.15158902102058
373,10.6307300344705
374,10.39397162779474
375,8.62162134771443
376,8.61666501834763
377,8.59200583030444
378,6.478264577069532
379,9.012152477280882
380,11.14272925821145
381,10.257183014967094
382,8.7913556549838
383,10.90000138702234
384,10.764451257003653
385,8.1724725001685
386,11.054164555393076
387,12.646440603517615
388,10.229752528098214
389,12.009750044961653
390,10.035711271171422
391,9.437946032212675
392,10.953517381701904
393,10.41072946460067
394,9.494040612632512
395,11.107223918981282
396,7.755330275483674
397,8.346624341052713
398,14.560289976326779
399,8.150554204785717
400,14.132079718459032
401,14.318728513433811
402,8.55805068711669
403,6.370699299274273
404,8.394373603459108
405,11.255734985962757
406,9.84600742153905
407,10.054316473999837
408,9.759064059403329
409,12.25259417055579
410,9.73841897825968
411,8.105932124340239
412,8.116932524345863
413,8.997107757673096
414,8.069441596341882
415,10.054807006438732
416,11.47960414025226
417,10.030192044908445
418,5.077770993539736
419,11.817579259791456
420,8.443742385574154
421,9.832170251154983
422,9.06963239123429
423,7.228397314226919
424,9.517977836373877
425,9.888955758925345
426,11.321659091261868
427,11.014985376639192
428,10.375849163370543
429,10.826196842882846
430,10.58559821097143
431,10.981149861746356
432,8.081015541142094
433,8.186418879872104
434,13.765088029624792
435,13.104623530506927
436,10.465269372840066
437,9.555347162503686
438,9.492354373635127
439,13.508597379082891
440,10.506821547057438
441,8.545268552412635
442,8.244233671892065
443,8.863296162434189
